Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account/bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_Worker,Class
A14,48,all credits at this bank paid back duly,business,3609,< 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,,1,real estate,27,Stores,Own,1,skilled employee,1,,Yes,1
A11,12,critical account,Car Used,4843,< 100 DM, >= 7 years,3,male : single,co-applicant,4,building society savings agreement/ life insurance,43,,Rent,2,skilled employee,1,registered under the customers name,Yes,2
A13,30,critical account,radio/television,3017,< 100 DM, >= 7 years,4,male : single,,4,building society savings agreement/ life insurance,47,,Own,1,skilled employee,1,,Yes,1
A14,24,critical account,business,4139,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,,3,building society savings agreement/ life insurance,27,,Own,2,unskilled - resident,1,registered under the customers name,Yes,1
A14,36,existing credits paid back duly till now,business,5742,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,,2,car or other,31,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A14,60,existing credits paid back duly till now,Car Used,10366,< 100 DM, >= 7 years,2,male : single,,4,building society savings agreement/ life insurance,42,,Own,1,management,1,registered under the customers name,Yes,1
A14,6,critical account,Car Used,2080,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : married/widowed,,2,car or other,24,,Own,1,skilled employee,1,,Yes,1
A14,21,delay in paying off in the past,business,2580,500 <= ... < 1000 DM,< 1 year,4,male : single,,2,real estate,41,Bank,Own,1,unskilled - resident,2,,Yes,2
A14,30,critical account,radio/television,4530,< 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,,4,car or other,26,,Rent,1,management,1,registered under the customers name,Yes,1
A14,24,critical account,furniture/equipment,5150,< 100 DM, >= 7 years,4,male : single,,4,car or other,33,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A12,72,existing credits paid back duly till now,radio/television,5595,100 <= ... < 500 DM,1 <= ... < 4 years,2,male : married/widowed,,2,car or other,24,,Own,1,skilled employee,1,,Yes,2
A11,24,existing credits paid back duly till now,radio/television,2384,< 100 DM, >= 7 years,4,male : single,,4,real estate,64,Bank,Rent,1,unskilled - resident,1,,Yes,1
A14,18,existing credits paid back duly till now,radio/television,1453,< 100 DM,< 1 year,3,female : divorced/separated/married,,1,real estate,26,,Own,1,skilled employee,1,,Yes,1
A14,6,existing credits paid back duly till now,education,1538,< 100 DM,< 1 year,1,female : divorced/separated/married,,2,no property,56,,Own,1,skilled employee,1,,Yes,1
A14,12,existing credits paid back duly till now,radio/television,2279,Unknown,1 <= ... < 4 years,4,male : single,,4,no property,37,,For Free,1,skilled employee,1,registered under the customers name,Yes,1
A14,15,delay in paying off in the past,radio/television,1478,< 100 DM,1 <= ... < 4 years,4,male : married/widowed,,3,real estate,33,Bank,Own,2,skilled employee,1,,Yes,1
A14,24,critical account,radio/television,5103,< 100 DM,< 1 year,3,male : married/widowed,,3,no property,47,,For Free,3,skilled employee,1,registered under the customers name,Yes,1
A12,36,delay in paying off in the past,business,9857,100 <= ... < 500 DM,4 <= ... < 7 years,1,male : single,,3,building society savings agreement/ life insurance,31,,Own,2,unskilled - resident,2,registered under the customers name,Yes,1
A14,60,existing credits paid back duly till now,Car Used,6527,Unknown,1 <= ... < 4 years,4,male : single,,4,no property,34,,For Free,1,skilled employee,2,registered under the customers name,Yes,1
A13,10,critical account,radio/television,1347,Unknown,4 <= ... < 7 years,4,male : single,,2,building society savings agreement/ life insurance,27,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A12,36,delay in paying off in the past,Car Used,2862,100 <= ... < 500 DM, >= 7 years,4,male : single,,3,no property,30,,For Free,1,skilled employee,1,,Yes,1
A14,9,existing credits paid back duly till now,radio/television,2753,100 <= ... < 500 DM, >= 7 years,3,male : single,co-applicant,4,car or other,35,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,12,existing credits paid back duly till now,Car Used,3651,. >= 1000 DM,1 <= ... < 4 years,1,male : single,,3,building society savings agreement/ life insurance,31,,Own,1,skilled employee,2,,Yes,1
A11,15,critical account,furniture/equipment,975,< 100 DM,1 <= ... < 4 years,2,male : divorced/separated,,3,building society savings agreement/ life insurance,25,,Own,2,skilled employee,1,,Yes,1
A12,15,existing credits paid back duly till now,repairs,2631,100 <= ... < 500 DM,1 <= ... < 4 years,3,female : divorced/separated/married,,2,real estate,25,,Own,1,unskilled - resident,1,,Yes,1
A12,24,existing credits paid back duly till now,radio/television,2896,100 <= ... < 500 DM,< 1 year,2,male : single,,1,car or other,29,,Own,1,skilled employee,1,,Yes,1
A11,6,critical account,Car Used,4716,Unknown,< 1 year,1,male : single,,3,real estate,44,,Own,2,unskilled - resident,2,,Yes,1
A14,24,existing credits paid back duly till now,radio/television,2284,< 100 DM,4 <= ... < 7 years,4,male : single,,2,car or other,28,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A14,6,existing credits paid back duly till now,Car New,1236,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,,4,building society savings agreement/ life insurance,50,,Rent,1,skilled employee,1,,Yes,1
A12,12,existing credits paid back duly till now,radio/television,1103,< 100 DM,4 <= ... < 7 years,4,male : single,guarantor,3,real estate,29,,Own,2,skilled employee,1,,No,1
A14,12,critical account,Car Used,926,< 100 DM,unemployed,1,female : divorced/separated/married,,2,building society savings agreement/ life insurance,38,,Own,1,unemployed,1,,Yes,1
A14,18,critical account,radio/television,1800,< 100 DM,1 <= ... < 4 years,4,male : single,,2,car or other,24,,Own,2,skilled employee,1,,Yes,1
A13,15,existing credits paid back duly till now,education,1905,< 100 DM, >= 7 years,4,male : single,,4,car or other,40,,Rent,1,management,1,registered under the customers name,Yes,1
A14,12,existing credits paid back duly till now,furniture/equipment,1123,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,4,car or other,29,,Rent,1,unskilled - resident,1,,Yes,2
A11,48,critical account,Car New,6331,< 100 DM, >= 7 years,4,male : single,,4,no property,46,,For Free,2,skilled employee,1,registered under the customers name,Yes,2
A13,24,existing credits paid back duly till now,radio/television,1377,100 <= ... < 500 DM, >= 7 years,4,female : divorced/separated/married,,2,no property,47,,For Free,1,skilled employee,1,registered under the customers name,Yes,1
A12,30,delay in paying off in the past,business,2503,100 <= ... < 500 DM, >= 7 years,4,male : single,,2,building society savings agreement/ life insurance,41,Stores,Own,2,skilled employee,1,,Yes,1
A12,27,existing credits paid back duly till now,business,2528,< 100 DM,< 1 year,4,female : divorced/separated/married,,1,building society savings agreement/ life insurance,32,,Own,1,skilled employee,2,registered under the customers name,Yes,1
A14,15,existing credits paid back duly till now,Car Used,5324,500 <= ... < 1000 DM, >= 7 years,1,female : divorced/separated/married,,4,no property,35,,For Free,1,skilled employee,1,,Yes,1
A12,48,existing credits paid back duly till now,Car Used,6560,100 <= ... < 500 DM,4 <= ... < 7 years,3,male : single,,2,building society savings agreement/ life insurance,24,,Own,1,skilled employee,1,,Yes,2
A12,12,no credits taken/ all credits paid back duly,furniture/equipment,2969,< 100 DM,< 1 year,4,female : divorced/separated/married,,3,building society savings agreement/ life insurance,25,,Rent,2,skilled employee,1,,Yes,2
A12,9,existing credits paid back duly till now,radio/television,1206,< 100 DM, >= 7 years,4,female : divorced/separated/married,,4,real estate,25,,Own,1,skilled employee,1,,Yes,1
A12,9,existing credits paid back duly till now,radio/television,2118,< 100 DM,1 <= ... < 4 years,2,male : single,,2,real estate,37,,Own,1,unskilled - resident,2,,Yes,1
A14,18,critical account,radio/television,629,500 <= ... < 1000 DM, >= 7 years,4,male : single,,3,building society savings agreement/ life insurance,32,Bank,Own,2,management,1,registered under the customers name,Yes,1
A11,6,all credits at this bank paid back duly,education,1198,< 100 DM, >= 7 years,4,female : divorced/separated/married,,4,no property,35,,For Free,1,skilled employee,1,,Yes,2
A14,21,existing credits paid back duly till now,Car New,2476,Unknown, >= 7 years,4,male : single,,4,real estate,46,,Own,1,management,1,registered under the customers name,Yes,1
A11,9,critical account,radio/television,1138,< 100 DM,1 <= ... < 4 years,4,male : single,,4,real estate,25,,Own,2,unskilled - resident,1,,Yes,1
A12,60,existing credits paid back duly till now,Car Used,14027,< 100 DM,4 <= ... < 7 years,4,male : single,,2,no property,27,,Own,1,management,1,registered under the customers name,Yes,2
A14,30,critical account,Car New,7596,Unknown, >= 7 years,1,male : single,,4,car or other,63,,Own,2,skilled employee,1,,Yes,1
A14,30,critical account,radio/television,3077,Unknown, >= 7 years,3,male : single,,2,car or other,40,,Own,2,skilled employee,2,registered under the customers name,Yes,1
A14,18,existing credits paid back duly till now,radio/television,1505,< 100 DM,1 <= ... < 4 years,4,male : single,,2,no property,32,,For Free,1,management,1,registered under the customers name,Yes,1
A13,24,critical account,radio/television,3148,Unknown,1 <= ... < 4 years,3,male : single,,2,car or other,31,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A12,20,no credits taken/ all credits paid back duly,Car New,6148,100 <= ... < 500 DM, >= 7 years,3,male : married/widowed,,4,car or other,31,Bank,Own,2,skilled employee,1,registered under the customers name,Yes,1
A13,9,no credits taken/ all credits paid back duly,radio/television,1337,< 100 DM,< 1 year,4,male : single,,2,car or other,34,,Own,2,management,1,registered under the customers name,Yes,2
A12,6,all credits at this bank paid back duly,education,433,. >= 1000 DM,< 1 year,4,female : divorced/separated/married,,2,building society savings agreement/ life insurance,24,Bank,Rent,1,skilled employee,2,,Yes,2
A11,12,existing credits paid back duly till now,Car Used,1228,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,2,real estate,24,,Own,1,unskilled - resident,1,,Yes,2
A12,9,existing credits paid back duly till now,radio/television,790,500 <= ... < 1000 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,3,real estate,66,,Own,1,unskilled - resident,1,,Yes,1
A14,27,existing credits paid back duly till now,Car Used,2570,< 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,,3,real estate,21,,Rent,1,skilled employee,1,,Yes,2
A14,6,critical account,Car Used,250,. >= 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,2,real estate,41,Bank,Own,2,unskilled - resident,1,,Yes,1
A14,15,critical account,radio/television,1316,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : married/widowed,,2,building society savings agreement/ life insurance,47,,Own,2,unskilled - resident,1,,Yes,1
A11,18,existing credits paid back duly till now,radio/television,1882,< 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,4,car or other,25,Bank,Rent,2,skilled employee,1,,Yes,2
A12,48,all credits at this bank paid back duly,business,6416,< 100 DM, >= 7 years,4,female : divorced/separated/married,,3,no property,59,,Rent,1,skilled employee,1,,Yes,2
A13,24,critical account,business,1275,. >= 1000 DM,1 <= ... < 4 years,2,male : divorced/separated,,4,real estate,36,,Own,2,skilled employee,1,registered under the customers name,Yes,1
A12,24,delay in paying off in the past,radio/television,6403,< 100 DM,< 1 year,1,male : single,,2,car or other,33,,Own,1,skilled employee,1,,Yes,1
A11,24,existing credits paid back duly till now,radio/television,1987,< 100 DM,1 <= ... < 4 years,2,male : single,,4,real estate,21,,Rent,1,unskilled - resident,2,,Yes,2
A12,8,existing credits paid back duly till now,radio/television,760,< 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,2,real estate,44,,Own,1,unskilled - resident,1,,Yes,1
A14,24,existing credits paid back duly till now,Car New,2603,. >= 1000 DM,1 <= ... < 4 years,2,female : divorced/separated/married,,4,car or other,28,,Rent,1,skilled employee,1,registered under the customers name,Yes,1
A14,4,critical account,Car Used,3380,< 100 DM,4 <= ... < 7 years,1,female : divorced/separated/married,,1,real estate,37,,Own,1,skilled employee,2,,Yes,1
A12,36,all credits at this bank paid back duly,domestic appliances,3990,Unknown,< 1 year,3,female : divorced/separated/married,,2,no property,29,Bank,Own,1,unemployed,1,,Yes,1
A12,24,existing credits paid back duly till now,Car New,11560,< 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,,4,car or other,23,,Rent,2,management,1,,Yes,2
A11,18,existing credits paid back duly till now,Car Used,4380,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,,4,car or other,35,,Own,1,unskilled - resident,2,registered under the customers name,Yes,1
A14,6,critical account,Car Used,6761,< 100 DM,4 <= ... < 7 years,1,male : single,,3,no property,45,,Own,2,management,2,registered under the customers name,Yes,1
A12,30,no credits taken/ all credits paid back duly,business,4280,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,,4,car or other,26,,Rent,2,unskilled - resident,1,,Yes,2
A11,24,all credits at this bank paid back duly,Car Used,2325,100 <= ... < 500 DM,4 <= ... < 7 years,2,male : single,,3,car or other,32,Bank,Own,1,skilled employee,1,,Yes,1
A12,10,all credits at this bank paid back duly,radio/television,1048,< 100 DM,1 <= ... < 4 years,4,male : single,,4,real estate,23,Stores,Own,1,unskilled - resident,1,,Yes,1
A14,21,existing credits paid back duly till now,radio/television,3160,Unknown, >= 7 years,4,male : single,,3,building society savings agreement/ life insurance,41,,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,24,all credits at this bank paid back duly,furniture/equipment,2483,500 <= ... < 1000 DM,1 <= ... < 4 years,4,male : single,,4,real estate,22,Stores,Own,1,skilled employee,1,registered under the customers name,Yes,1
A11,39,critical account,furniture/equipment,14179,Unknown,4 <= ... < 7 years,4,male : single,,4,building society savings agreement/ life insurance,30,,Own,2,management,1,registered under the customers name,Yes,1
A11,13,critical account,business,1797,< 100 DM,< 1 year,3,male : single,,1,building society savings agreement/ life insurance,28,Bank,Own,2,unskilled - resident,1,,Yes,1
